botNumber,percept,GONORTH,GOEAST,GOSOUTH,GOWEST,PICKUP
1,_CCCC,0.41604424272309304,2.0808266261095745,2.083249987516207,2.083298514101349,10.405412280978931
1,_W_CC,0.41447665159337427,-2.918909596365262,0.4166491644113757,2.083268372321572,10.415916721076032
1,CC_WC,2.080550548603327,2.083231074034922,0.4150288206286455,-2.916976326314654,10.416171663266372
1,W_CWC,-2.9193703788088285,0.41465666343790686,2.0830119515836834,-2.9170736639489814,10.415164226323226
1,WCC__,-4.583682636698049,2.002126238356084,2.0830023122038517,0.37394536332151673,-0.5839595289083757
1,W_C_C,-2.9172246968776148,0.41541054772934977,2.083022147261074,0.4152134681556703,10.405410517273483
1,WW__C,-2.997799426775674,-2.999937723974833,0.40197137552582074,0.40276552543960686,10.000153973940513
1,____C,0.41537964613765477,0.4031607785019257,0.4152864000828951,0.41487810171184925,10.081073318798467
1,C___C,2.0832905829876776,0.4165119141613252,0.4151875226619826,0.4165489908458733,10.405792945715115
1,CWC__,2.0002500464645574,-4.599630053129077,2.003900161610778,0.07869887063644086,-0.584945572460744
1,C____,2.0823467540043636,0.3851548206568056,0.3818292239539095,0.372658719734709,-0.5953725997612852
1,___C_,0.10742082636013245,0.0012467953334527777,0.39912484159493,2.020827815067151,-0.5848373098255757
1,W__C_,-4.599210948898384,0.07570762496151769,0.4135841817467002,2.0748130831796847,-0.5835481884531887
1,__C_C,0.4163780423047775,0.41539660760119107,2.083306998067912,0.4163802009401398,10.416624894869287
1,_CWWC,0.41574656145717215,2.0832736193635544,-2.919199296541523,-2.9174986502675195,10.405448984593868
1,_CCW_,0.07559586276140294,2.081280030853611,2.000214917398658,-4.597798511542386,-0.5848216599089889
1,C__W_,2.0145760523072083,0.07472744832649235,0.40201312823415136,-4.596626972343051,-0.5959930774045563
1,C__WC,2.0808444859861397,0.4165417865145927,0.4146530014241241,-2.9170311206201314,10.416263526123025
1,CCCWC,2.068077647239769,2.083240556944111,1.8725842164341289,-4.125004910002516,0
1,C_CWC,2.0808174143561455,0.4160718216687898,2.0677354840732787,-2.9199005955113035,10.414060582732427
1,__CWC,0.4017968752986546,0.41662342122377466,1.918261222214388,-2.917273811054168,10.416617221488227
1,WCCW_,-4.5,2.004762934706554,0,0,-0.5805522731995224
1,CC__C,2.083047856631515,2.083288060994489,0.4161218148173107,0.4057861758277438,10.413284883078939
1,CCCCC,2.0817082252148777,2.0826199426453624,1.8745141315293616,0.5831059785049144,10.40550044039553
1,CCC_C,2.082961951791476,2.0806993646003655,2.083325854905164,0.4166172212959119,10.416630422661413
1,__CC_,0.08205139956910136,0.06623738821893393,2.009999989273145,2.022255144095683,-0.5945028536258029
1,CW_CC,2.08326633109683,-2.9189383025240767,0.41611201874987375,2.0832191039637413,10.416643402399238
1,WWCC_,-4.585492761688297,-4.5,2.0823858021464114,0,-0.5250963420548842
1,W__WC,-2.9973058270597894,0.4020466286808878,0.40516823229096194,-2.999989764672268,10.013338194764016
1,W__W_,-4.999999900596664,0.001145513058923422,8.818541716500508e-09,-4.999977501799717,-0.9999999581526462
1,C_C_C,2.08332113012072,0.41504844290937887,2.082923379146071,0.4153406858941061,10.416306977107388
1,CW___,2.0012036739698713,-4.598083377221363,0.3674922526424427,0.4113948290139021,-0.5850555033404342
1,_WWCC,0.3727426497159499,-4.583296432761862,-2.920599749046262,2.0832345075535574,10.41614752002824
1,_WW__,3.8169802861977105e-09,-4.999775039823547,-4.999999979418131,5.7843669605162625e-09,-0.9976062779708215
1,__WC_,0.10987777341084798,0.00785563953783669,-4.584749434607709,2.00083732406234,-0.5992631007908966
1,C_WCC,2.0832848347763546,0.4151490059826648,-2.9173000105711666,0.5828839259496588,10.403349265403676
1,_CCWC,0.41658056936953153,2.080388991081662,2.0658329504544515,-2.9188300347524656,10.416467773006636
1,CCCW_,2.0759483519227486,2.002413099763815,0.0,-4.592217005574841,0
1,C_CW_,2.000863972699606,0.08341829252481991,2.0087845930192265,-4.598215224831639,-0.5956966110503222
1,_WWC_,0.07509381810066232,-4.586271324133869,-4.5509532785057365,2.021891354405815,-0.539708726558354
1,C_W_C,2.083266078123954,0.4163517694581186,-2.9172159601924434,0.416293547678807,10.405788599408362
1,_WW_C,0.4007592466661743,-2.9999651674650893,-2.997594522696762,0.4005512782362004,10.0002000089747
1,_CWC_,0.4017703016992013,2.072581699715643,-4.5856286059361135,2.0825296688986468,-0.5855015871719231
1,___WC,0.4054760451386834,0.4160691511255975,0.40164986427608995,-2.9984626121356155,10.079098360882906
1,_C_WC,0.41628899575907674,2.0812810032619025,0.4042398643910035,-2.9168786150733768,10.405803539790393
1,WC_WC,-2.9196340320454603,2.0807550702074815,0.41469726954220293,-2.919272792275429,10.405241611514157
1,__CW_,0.0012272307049405184,0.10317748518259762,2.015630554030205,-4.595995360668166,-0.5969801000522544
1,_CW__,0.10876995458349126,2.0205692172332625,-4.585376103086603,0.038058023386753737,-0.598985972297237
1,_C_W_,0.41195888435389627,2.0806701763835447,0.3783996912027249,-4.583816745022028,-0.5862362294749507
1,___W_,1.0345395801055848e-07,1.883829119300023e-12,2.3752185145188786e-07,-4.992532452028928,-0.9732874475225295
1,__W__,0.000735334373573084,1.4584060949346811e-06,-4.999999932787141,0.0009509893234114857,-0.9999999399363536
1,W_CW_,-4.585984890691671,0.07772659131638801,2.02148573164757,-4.596193390157943,-0.5838348738347348
1,_CWCC,0.4151413097415283,2.0812994329751304,-2.9172086329534466,2.0832644265931544,10.414977353629288
1,WCCWC,-4.5,1.8750970682294548,0.012567323939387491,0,10.404884511127362
1,__WCC,0.4039006661726599,0.4152181204966049,-2.916934639974485,2.0826454833719352,10.416038006765907
1,_CW_C,0.4165742446320317,1.9327806032174495,-2.919015002402486,0.4037750307781651,10.416649830558761
1,CCWCC,2.080744034235617,0,-4.53759578840227,0.374926539621935,0
1,CCW_C,2.0833239394575704,0.5831868788285446,-2.9167170046844904,0.41537314817124243,10.40271505286837
1,CC_W_,2.0021177791815195,2.074449135339819,0.007295285625795692,-4.595493422913803,-0.5965985779390522
1,C_WW_,2.0038763533481236,0.07318892286242303,-4.584666126913801,-4.58362773166575,-0.5983674309423029
1,CCWWC,2.083079054218174,0,0,0,10.311348910120955
1,C_W__,2.0833194775283963,0.0012922125941501068,-4.58563412539821,0.3689581956282513,-0.5838177077923581
1,__WWC,0.4020401784902271,0.40163927484016965,-2.999987104553156,-2.9999983805473605,10.014702763750803
1,C_WC_,2.0759808859769886,0.10411819009220336,-4.584720890141246,2.0021750789980346,-0.5977653500617439
1,__WW_,0.07873218873142541,1.1942366921510052e-12,-4.9349877114891765,-4.99996228950506,-0.9999921851609268
1,CWW_C,2.0829947013706405,-2.919859177231551,-2.919607404677091,0.41608111523075003,10.401514164096536
1,CCW__,2.0029824473651368,2.000327140834666,-4.5846719519890256,0.08110660753401724,-0.585708312316534
1,WC_W_,-4.598536961373372,2.074502699966265,0.10308004862608972,-4.585275688011004,-0.5982540349023657
1,CCWW_,1.8854450754519144e-07,2.0084863051103907,0,0,0
1,_CWW_,0.06789551620293752,2.076839024065899,-4.599728130536587,-4.585373826126299,-0.590050792108231
1,CWWCC,2.0830547208357633,0,0,0,0
1,CCWC_,2.0746031908988876,1.8004218396767362,-4.539308031915349,2.009567845191042,-0.5366877524667213
1,C_WWC,0.5679828661260693,0.4155883631297581,-2.919945352963259,-2.625211640835762,10.40403950026992
1,CWW__,2.002638742711022,-4.539050643355659,-4.595932470987205,0.10380229287144221,-0.5990999690139506
1,CWWC_,2.0824702460084703,0,0,0,0
